C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ,gender
male,1,3,3,2.00801E+13,2.01404E+13,13749,2305,832,1026,199,0,0,673,320,526,124,11827,1.481654138,1596,1
unknown,3,3,1,2.00605E+13,2.01503E+13,1000,3246,271,272,108,0,0,3,2,7,6,955,0.66167318,477,0
unknown,1,2,2,2.00506E+13,2.01703E+13,379,4297,121,140,7,0,0,4,6,28,10,328,0.915024129,978,1
unknown,1,0,2,2.0071E+13,2.01305E+13,90,2036,43,55,5,0,0,3,2,2,1,80,0.800528377,664,1
unknown,3,3,3,2.00506E+13,2.0171E+13,973,4485,445,586,36,2,0,72,5,2,8,879,1.481654138,1596,0
unknown,1,0,2,2.01311E+13,2.01407E+13,52,258,21,17,2,0,0,19,0,0,0,33,0.800528377,664,1
male,1,2,1,2.01211E+13,2.01705E+13,431,1623,70,32,5,0,0,16,0,1,2,411,0.982449109,752,1
male,1,1,3,2.01201E+13,2.01509E+13,183,1346,67,84,2,0,0,53,5,8,7,77,0.594368208,493,1
unknown,3,0,2,2.01208E+13,2.01211E+13,73,80,13,5,0,0,0,66,3,0,4,0,0.800528377,664,0
unknown,3,0,0,2.00411E+13,2.01708E+13,53,4662,22,23,0,0,0,20,0,3,0,30,1.865008032,1277,0
unknown,3,2,3,2.00811E+13,2.0171E+13,256,3251,119,153,4,0,0,4,3,13,7,220,0.831953525,917,0
unknown,3,0,3,2.01403E+13,2.01707E+13,61,1215,37,31,6,0,0,4,0,0,0,55,0.411985187,297,0
male,1,2,3,2.0131E+13,2.01706E+13,250,1330,76,112,5,0,0,30,7,17,5,155,0.831953525,917,1
male,1,1,3,2.01004E+13,2.01306E+13,99,1172,18,29,2,0,0,18,0,32,13,26,0.594368208,493,1
unknown,3,2,1,2.0041E+13,2.0161E+13,447,4380,144,374,16,0,0,13,2,19,8,393,0.982449109,752,0
unknown,1,1,3,2.00701E+13,2.01206E+13,132,1986,41,63,3,0,0,17,6,13,1,86,0.594368208,493,1
male,3,2,1,2.01006E+13,2.01703E+13,224,2463,42,53,9,0,0,6,0,10,2,204,0.982449109,752,1
male,1,0,2,2.00903E+13,2.01206E+13,81,1180,25,49,2,0,0,13,1,3,2,59,0.800528377,664,1
male,1,3,3,2.0071E+13,2.01707E+13,3674,3585,553,1263,62,0,0,60,64,181,204,2407,1.481654138,1596,1
male,3,0,0,2.00909E+13,2.01212E+13,54,1189,29,26,0,0,0,1,1,2,11,38,1.865008032,1277,1
unknown,3,2,2,2.01112E+13,2.01612E+13,359,1821,98,203,2,0,0,33,16,8,3,265,0.915024129,978,0
unknown,3,1,1,2.01111E+13,2.01202E+13,145,96,12,19,1,0,0,9,65,8,0,44,0.997535302,994,0
male,1,1,1,2.00905E+13,2.01705E+13,174,2940,77,56,9,0,0,3,0,0,0,169,0.997535302,994,1
unknown,1,0,2,2.00705E+13,2.01502E+13,80,2814,34,30,1,0,0,16,0,1,19,38,0.800528377,664,1
unknown,1,0,3,2.00712E+13,2.01305E+13,92,1984,19,39,3,0,0,11,3,13,13,52,0.411985187,297,1
male,3,2,3,2.00904E+13,2.01304E+13,481,1454,70,123,1,1,0,66,0,50,44,305,0.831953525,917,1
unknown,1,2,1,2.00703E+13,2.01707E+13,790,3779,222,247,2,0,0,6,43,37,18,672,0.982449109,752,1
unknown,1,3,3,2.00707E+13,2.01706E+13,5857,3616,726,726,57,0,0,1864,48,66,94,3439,1.481654138,1596,1
unknown,1,1,1,2.0081E+13,2.01709E+13,171,3250,44,88,7,0,0,1,1,7,0,158,0.997535302,994,1
unknown,3,3,3,2.00603E+13,2.01709E+13,1146,4194,207,551,22,1,0,9,0,34,18,1068,1.481654138,1596,0
unknown,1,2,2,2.00602E+13,2.01702E+13,549,4014,155,99,1,0,0,38,3,54,32,417,0.915024129,978,1
male,1,3,3,2.00612E+13,2.01709E+13,1070,3904,202,378,66,1,0,36,93,45,39,816,1.481654138,1596,1
unknown,3,3,3,2.00701E+13,2.01602E+13,3417,3320,601,1292,37,0,0,46,50,178,176,2694,1.481654138,1596,0
unknown,2,0,3,2.01307E+13,2.01307E+13,76,2,2,12,1,0,0,46,0,0,0,29,0.411985187,297,2
male,1,2,2,2.01201E+13,2.01301E+13,385,378,50,145,9,0,0,20,2,16,0,344,0.915024129,978,1
unknown,3,0,0,2.0101E+13,2.01405E+13,63,1291,23,42,14,0,0,1,0,0,1,60,1.865008032,1277,0
unknown,3,3,1,2.0041E+13,2.01611E+13,4118,4422,165,1531,216,1,0,1,8,5,3,4068,0.66167318,477,0
female,2,0,3,2.01501E+13,2.01604E+13,62,440,15,13,1,0,0,21,0,1,0,39,0.411985187,297,2
unknown,3,3,1,2.00705E+13,2.01705E+13,13751,3655,464,979,75,0,0,3735,159,169,345,8442,0.66167318,477,0
unknown,3,1,1,2.00801E+13,2.01303E+13,215,1893,62,74,4,0,0,1,0,25,28,155,0.997535302,994,0
unknown,3,1,1,2.01108E+13,2.01702E+13,220,2020,42,67,8,0,0,2,0,0,0,211,0.997535302,994,0
female,3,1,2,2.01101E+13,2.01311E+13,107,1053,24,30,3,0,0,25,1,0,2,78,1.027717097,841,2
unknown,3,0,2,2.01604E+13,2.01709E+13,84,527,21,36,0,0,0,8,0,2,3,70,0.800528377,664,0
unknown,3,3,3,2.01502E+13,2.01709E+13,1118,957,161,300,39,0,0,317,0,2,5,765,1.481654138,1596,0
unknown,3,1,1,2.01209E+13,2.01708E+13,154,1821,68,6,0,0,0,149,1,0,0,2,0.997535302,994,0
male,1,2,1,2.00411E+13,2.01708E+13,404,4637,164,193,6,0,0,8,34,16,12,325,0.982449109,752,1
unknown,3,3,2,2.01509E+13,2.01703E+13,1753,524,248,251,49,0,0,3,1,24,16,1599,1.005226945,817,0
female,3,3,1,2.01211E+13,2.01709E+13,3011,1763,444,188,19,0,0,849,11,3,31,1349,0.66167318,477,2
unknown,3,1,2,2.01408E+13,2.0141E+13,122,58,6,6,1,0,0,108,0,0,12,2,1.027717097,841,0
unknown,3,1,0,2.00805E+13,2.01303E+13,122,1767,28,38,1,0,0,11,0,57,5,49,1.29126263,974,0
male,3,3,2,2.0111E+13,2.01503E+13,860,1245,109,225,1,0,0,12,470,2,36,293,1.005226945,817,1
male,3,0,3,2.01302E+13,2.01709E+13,73,1661,19,6,0,0,0,64,0,0,7,0,0.411985187,297,1
unknown,3,1,2,2.01111E+13,2.01302E+13,141,467,23,35,1,0,0,31,2,1,5,54,1.027717097,841,0
male,3,2,2,2.00801E+13,2.01402E+13,368,2223,140,309,2,0,0,17,0,12,11,319,0.915024129,978,1
male,3,0,0,2.0141E+13,2.01505E+13,88,211,28,52,0,0,0,1,0,0,0,67,1.865008032,1277,1
male,3,3,0,2.01412E+13,2.01501E+13,1445,51,36,217,15,0,0,104,0,2,16,1313,0.865617488,412,1
unknown,3,3,1,2.01401E+13,2.01709E+13,3285,1349,184,2166,12,4,0,66,147,99,284,2634,0.66167318,477,0
unknown,3,2,2,2.00901E+13,2.01302E+13,419,1510,60,85,0,0,0,67,16,11,89,226,0.915024129,978,0
male,1,1,3,2.01004E+13,2.01209E+13,200,864,24,61,0,0,0,26,0,6,41,127,0.594368208,493,1
male,1,2,2,2.01305E+13,2.01709E+13,641,1598,194,83,2,0,0,22,0,0,0,544,0.915024129,978,1
unknown,3,0,1,2.00607E+13,2.01208E+13,75,2227,28,45,2,0,0,17,0,5,0,53,1.057149316,1074,0
unknown,1,3,0,2.01002E+13,2.01709E+13,3243,2792,378,947,84,0,0,629,7,45,396,1611,0.865617488,412,1
unknown,1,1,3,2.0101E+13,2.01703E+13,111,2342,28,27,0,0,0,28,34,0,1,43,0.594368208,493,1
male,1,3,3,2.00811E+13,2.01709E+13,32512,3237,2200,3599,56,0,0,855,1018,635,1601,21715,1.481654138,1596,1
male,3,0,2,2.00612E+13,2.01703E+13,78,3745,23,24,2,0,0,27,1,4,0,46,0.800528377,664,1
unknown,1,2,1,2.00601E+13,2.01509E+13,502,3523,98,289,143,0,0,5,1,38,14,423,0.982449109,752,1
male,3,3,1,2.01109E+13,2.01609E+13,959,1828,211,133,4,0,0,3,1,6,3,856,0.66167318,477,1
unknown,3,1,3,2.00603E+13,2.01603E+13,213,3653,47,73,34,0,0,11,0,14,27,152,0.594368208,493,0
unknown,1,2,0,2.01501E+13,2.01701E+13,324,730,82,39,3,0,0,3,0,31,19,270,1.204403165,647,1
male,3,2,2,2.01001E+13,2.01309E+13,358,1360,151,193,10,0,0,14,6,1,9,309,0.915024129,978,1
unknown,1,1,1,2.01511E+13,2.01607E+13,163,238,21,40,9,0,0,14,11,0,1,125,0.997535302,994,1
male,1,2,1,2.00908E+13,2.01611E+13,343,2643,24,77,5,0,0,18,37,14,12,256,0.982449109,752,1
female,3,0,0,2.01201E+13,2.01201E+13,88,16,13,7,1,0,0,75,0,0,10,3,1.865008032,1277,2
unknown,3,3,0,2.01501E+13,2.01709E+13,1333,989,212,58,2,0,0,1,0,0,12,1284,0.865617488,412,0
unknown,3,3,2,2.00608E+13,2.01501E+13,1192,3100,301,418,20,0,0,260,15,35,27,689,1.005226945,817,0
unknown,3,2,3,2.0051E+13,2.01504E+13,507,3472,74,345,2,0,0,26,40,7,17,391,0.831953525,917,0
male,1,1,3,2.01308E+13,2.01503E+13,104,560,34,21,6,0,0,74,0,17,0,13,0.594368208,493,1
unknown,1,0,2,2.00608E+13,2.01511E+13,59,3407,16,20,3,0,0,24,6,6,3,19,0.800528377,664,1
unknown,3,1,3,2.0121E+13,2.01306E+13,198,247,44,9,1,0,0,157,12,0,0,22,0.594368208,493,0
unknown,2,1,1,2.01502E+13,2.01709E+13,210,946,44,69,27,3,1,2,77,0,0,98,0.997535302,994,2
male,1,1,2,2.01212E+13,2.01306E+13,128,202,22,16,0,0,0,22,4,5,12,75,1.027717097,841,1
unknown,1,0,2,2.01209E+13,2.01311E+13,66,431,8,56,0,0,0,3,1,0,0,53,0.800528377,664,1
male,1,2,3,2.00908E+13,2.01702E+13,741,2743,81,112,8,0,0,144,29,110,59,329,0.831953525,917,1
unknown,2,0,3,2.01301E+13,2.01305E+13,74,95,8,23,0,0,0,9,0,1,5,55,0.411985187,297,2
male,1,0,2,2.01004E+13,2.01204E+13,67,712,22,11,1,0,0,10,0,0,1,52,0.800528377,664,1
female,2,3,3,2.01412E+13,2.0171E+13,4327,1029,507,667,98,0,0,800,26,26,27,3403,1.481654138,1596,2
male,3,3,1,2.00904E+13,2.01709E+13,4351,3084,679,1350,275,0,0,98,17,17,25,3908,0.66167318,477,1
male,3,2,1,2.01007E+13,2.01308E+13,350,1142,96,54,4,0,0,4,0,18,18,219,0.982449109,752,1
unknown,1,0,1,2.0071E+13,2.0121E+13,71,1836,45,61,0,0,0,5,0,0,8,56,1.057149316,1074,1
unknown,3,2,0,2.00608E+13,2.01704E+13,319,3904,57,93,33,0,0,3,0,7,2,305,1.204403165,647,0
male,1,0,3,2.00912E+13,2.01509E+13,87,2101,16,31,5,0,0,32,0,0,4,51,0.411985187,297,1
unknown,3,1,2,2.00608E+13,2.01507E+13,130,3247,104,124,0,0,0,1,0,0,0,129,1.027717097,841,0
unknown,1,2,1,2.01108E+13,2.01203E+13,306,222,29,68,9,0,0,1,1,7,1,286,0.982449109,752,1
male,3,0,2,2.00609E+13,2.01509E+13,63,3288,18,13,1,0,0,8,0,0,0,48,0.800528377,664,1
male,1,0,3,2.00706E+13,2.01302E+13,78,2082,11,11,0,0,0,49,1,9,5,8,0.411985187,297,1
unknown,1,3,0,2.01311E+13,2.01709E+13,3875,1402,390,544,60,0,0,2,8,3,43,3749,0.865617488,412,1
male,3,0,2,2.00907E+13,2.01201E+13,85,900,31,37,1,0,0,3,0,22,5,55,0.800528377,664,1
unknown,1,0,3,2.00605E+13,2.01702E+13,84,3920,15,60,4,0,0,11,0,0,2,70,0.411985187,297,1
unknown,1,2,1,2.0041E+13,2.01511E+13,250,4047,63,128,29,0,0,7,9,10,15,195,0.982449109,752,1
unknown,3,1,0,2.01107E+13,2.01703E+13,134,2082,39,34,0,0,0,1,1,3,0,36,1.29126263,974,0
unknown,3,2,1,2.00709E+13,2.01511E+13,243,2972,48,32,2,0,0,64,2,0,0,173,0.982449109,752,0
male,1,3,3,2.01407E+13,2.01612E+13,916,862,141,196,26,0,0,23,13,3,41,632,1.481654138,1596,1
unknown,1,0,1,2.0121E+13,2.01601E+13,58,1179,4,5,1,0,0,14,0,0,0,44,1.057149316,1074,1
male,3,3,2,2.01001E+13,2.01705E+13,3516,2671,484,290,8,0,0,33,71,140,137,3107,1.005226945,817,1
male,1,0,3,2.01002E+13,2.01303E+13,70,1127,18,51,0,0,0,8,1,0,1,59,0.411985187,297,1
male,3,0,3,2.01307E+13,2.01709E+13,64,1524,37,36,0,0,0,4,1,3,1,55,0.411985187,297,1
male,1,2,3,2.0081E+13,2.01608E+13,498,2854,54,103,17,0,0,67,1,15,41,324,0.831953525,917,1
male,1,0,3,2.00908E+13,2.01702E+13,91,2724,29,31,2,0,0,18,1,8,2,59,0.411985187,297,1
unknown,1,0,1,2.01703E+13,2.01704E+13,71,23,3,3,1,0,0,69,0,0,1,1,1.057149316,1074,1
male,3,2,3,2.01012E+13,2.01707E+13,750,2413,196,198,15,0,0,48,0,237,4,451,0.831953525,917,1
male,1,2,2,2.00809E+13,2.01505E+13,672,2446,140,218,2,0,0,17,24,100,41,433,0.915024129,978,1
male,1,3,1,2.01007E+13,2.0161E+13,4449,2274,391,477,5,0,0,3,3,17,1,3038,0.66167318,477,1
unknown,1,3,2,2.00503E+13,2.01709E+13,4075,4565,515,2589,146,0,0,15,139,13,32,3198,1.005226945,817,1
unknown,3,0,3,2.00812E+13,2.01303E+13,50,1553,23,18,0,0,0,19,0,0,0,10,0.411985187,297,0
unknown,3,0,1,2.01504E+13,2.01702E+13,50,699,4,23,0,0,0,11,0,0,5,26,1.057149316,1074,0
unknown,1,0,3,2.01207E+13,2.01208E+13,50,19,5,24,0,0,0,6,3,0,7,33,0.411985187,297,1
unknown,1,2,2,2.00706E+13,2.01709E+13,725,3757,183,249,28,0,0,22,73,5,5,607,0.915024129,978,1
male,1,1,2,2.00906E+13,2.01412E+13,121,2010,13,17,1,0,0,54,4,0,0,61,1.027717097,841,1
unknown,1,2,1,2.00906E+13,2.01706E+13,429,2910,69,43,14,0,0,201,7,5,0,216,0.982449109,752,1
unknown,1,1,0,2.01204E+13,2.01305E+13,94,381,13,26,2,0,0,3,6,7,16,32,1.29126263,974,1
male,1,2,2,2.0081E+13,2.01504E+13,642,2352,157,130,9,0,0,52,5,57,81,387,0.915024129,978,1
unknown,3,3,3,2.00908E+13,2.01708E+13,2594,2931,431,339,103,0,0,11,0,0,11,2208,1.481654138,1596,0
unknown,1,0,1,2.01209E+13,2.01511E+13,54,1138,19,32,5,0,0,2,1,1,2,46,1.057149316,1074,1
male,3,3,2,2.00704E+13,2.01302E+13,21666,2136,1050,5054,746,0,0,1173,862,686,886,16752,1.005226945,817,1
unknown,1,1,2,2.00512E+13,2.01506E+13,157,3487,81,94,0,0,0,6,1,7,4,130,1.027717097,841,1
unknown,3,0,1,2.0161E+13,2.01703E+13,81,134,13,7,1,0,0,26,0,15,0,40,1.057149316,1074,0
unknown,3,1,3,2.01306E+13,2.01401E+13,99,237,25,26,4,0,0,9,0,0,0,89,0.594368208,493,0
male,3,3,0,2.01309E+13,2.0171E+13,3086,1471,376,495,10,0,0,2,0,2,2,810,0.865617488,412,1
unknown,3,1,1,2.0141E+13,2.01602E+13,101,491,17,5,0,0,0,12,0,27,0,62,0.997535302,994,0
male,3,0,1,2.01009E+13,2.01709E+13,61,2539,14,8,1,0,0,29,13,0,3,16,1.057149316,1074,1
unknown,1,1,1,2.00809E+13,2.01708E+13,148,3236,83,89,0,0,0,10,17,6,8,98,0.997535302,994,1
unknown,2,0,1,2.01509E+13,2.01512E+13,65,87,18,5,0,0,0,22,0,0,0,43,1.057149316,1074,2
unknown,3,0,1,2.01612E+13,2.01701E+13,70,22,9,30,1,0,0,1,0,0,4,65,1.057149316,1074,0
unknown,3,1,1,2.00506E+13,2.01506E+13,162,3653,57,55,24,0,0,8,4,4,2,142,0.997535302,994,0
unknown,3,3,2,2.00707E+13,2.01612E+13,4302,3462,736,662,169,0,0,49,21,150,66,4001,1.005226945,817,0
unknown,3,2,1,2.00711E+13,2.01609E+13,223,3223,14,62,9,0,0,9,12,2,10,187,0.982449109,752,0
unknown,3,1,1,2.00808E+13,2.01702E+13,145,3109,67,94,0,0,0,11,0,3,1,128,0.997535302,994,0
male,3,2,2,2.00807E+13,2.01511E+13,290,2703,77,136,6,0,0,32,21,44,37,138,0.915024129,978,1
unknown,3,0,0,2.00612E+13,2.01602E+13,64,3366,30,8,0,0,0,2,0,9,5,48,1.865008032,1277,0
unknown,1,1,1,2.00704E+13,2.01607E+13,146,3364,30,63,9,0,0,5,7,8,1,88,0.997535302,994,1
unknown,1,2,1,2.00606E+13,2.01709E+13,270,4089,81,78,3,0,0,4,2,7,5,229,0.982449109,752,1
unknown,3,0,2,2.00603E+13,2.01707E+13,86,4136,26,31,6,0,0,7,4,2,2,67,0.800528377,664,0
male,1,2,3,2.00912E+13,2.01601E+13,244,2217,71,145,23,0,0,29,4,8,8,187,0.831953525,917,1
male,3,2,2,2.01205E+13,2.01401E+13,301,607,18,86,11,0,0,46,3,37,10,194,0.915024129,978,1
unknown,1,2,1,2.00411E+13,2.01511E+13,509,4018,217,86,0,0,0,5,10,175,37,282,0.982449109,752,1
unknown,3,0,1,2.00408E+13,2.01301E+13,57,3050,30,26,0,0,0,4,0,0,0,52,1.057149316,1074,0
unknown,3,2,0,2.00801E+13,2.01601E+13,307,2905,65,20,1,0,0,6,7,9,6,276,1.204403165,647,0
male,3,3,3,2.00712E+13,2.01709E+13,15041,3552,834,2042,47,1,0,904,4561,783,3664,4250,1.481654138,1596,1
male,3,2,1,2.0091E+13,2.01201E+13,435,835,31,22,11,0,0,15,0,0,1,416,0.982449109,752,1
unknown,3,1,2,2.01305E+13,2.01602E+13,159,1009,56,91,13,0,0,6,5,17,1,115,1.027717097,841,0
unknown,3,1,0,2.01309E+13,2.0151E+13,155,787,34,67,15,0,0,1,3,3,9,139,1.29126263,974,0
unknown,2,0,3,2.00604E+13,2.01508E+13,59,3410,12,12,2,0,0,4,0,7,1,47,0.411985187,297,2
unknown,2,2,1,2.00805E+13,2.01707E+13,453,3358,84,289,1,0,0,8,3,0,2,395,0.982449109,752,2
unknown,3,1,1,2.01108E+13,2.01612E+13,132,1941,74,77,5,0,0,1,0,11,2,115,0.997535302,994,0
unknown,1,3,3,2.00511E+13,2.01304E+13,1079,2725,210,169,18,0,0,330,90,55,121,473,1.481654138,1596,1
unknown,1,0,2,2.00508E+13,2.01404E+13,71,3183,31,19,1,0,0,5,2,7,10,45,0.800528377,664,1
female,2,1,2,2.0071E+13,2.01605E+13,123,3122,27,30,6,0,0,13,11,7,0,85,1.027717097,841,2
unknown,3,1,2,2.00901E+13,2.01703E+13,100,2985,61,63,0,0,0,19,4,2,2,60,1.027717097,841,0
male,3,1,3,2.01108E+13,2.01412E+13,208,1212,51,51,3,0,0,17,0,6,15,165,0.594368208,493,1
male,3,3,3,2.00711E+13,2.0171E+13,41355,3601,837,7196,409,3,0,709,39,69,317,34757,1.481654138,1596,1
male,1,2,2,2.00511E+13,2.01708E+13,430,4292,52,284,26,0,0,56,0,4,2,354,0.915024129,978,1
unknown,1,0,3,2.0131E+13,2.0131E+13,54,27,13,11,0,0,0,48,1,0,5,0,0.411985187,297,1
male,1,2,2,2.01601E+13,2.01709E+13,834,607,144,226,17,0,0,2,1,4,10,814,0.915024129,978,1
unknown,2,1,1,2.01103E+13,2.01411E+13,126,1334,52,50,4,0,0,17,0,0,5,104,0.997535302,994,2
unknown,3,1,0,2.01505E+13,2.01507E+13,145,54,26,36,7,0,0,82,0,13,6,44,1.29126263,974,0
unknown,3,0,2,2.01308E+13,2.01309E+13,65,38,5,6,1,0,0,56,0,0,4,5,0.800528377,664,0
male,3,3,0,2.00805E+13,2.0171E+13,994,3439,372,410,18,0,0,2,2,4,2,935,0.865617488,412,1
unknown,1,1,1,2.01108E+13,2.01311E+13,208,847,77,58,0,0,0,4,0,2,0,188,0.997535302,994,1
unknown,3,3,2,2.00911E+13,2.01305E+13,4069,1288,242,768,75,0,0,1001,178,63,796,1984,1.005226945,817,0
unknown,2,1,2,2.01107E+13,2.01703E+13,198,2066,41,53,4,0,0,20,57,1,25,54,1.027717097,841,2
unknown,3,3,1,2.00811E+13,2.01703E+13,964,3036,110,26,1,0,0,13,0,0,96,855,0.66167318,477,0
unknown,3,2,2,2.01612E+13,2.01706E+13,264,174,35,182,1,0,0,1,0,0,0,251,0.915024129,978,0
male,1,3,3,2.0091E+13,2.01707E+13,1293,2832,312,385,18,0,0,88,5,87,15,1058,1.481654138,1596,1
unknown,3,1,0,2.00912E+13,2.01307E+13,142,1332,26,50,2,0,0,1,9,24,16,83,1.29126263,974,0
male,1,0,0,2.01202E+13,2.01404E+13,92,800,54,64,0,0,0,3,1,4,3,80,1.865008032,1277,1
unknown,3,1,0,2.01601E+13,2.01709E+13,133,605,70,77,0,0,0,2,0,48,2,81,1.29126263,974,0
unknown,3,1,1,2.01501E+13,2.01709E+13,209,975,38,70,4,0,0,4,0,0,6,199,0.997535302,994,0
unknown,3,2,2,2.00605E+13,2.01207E+13,676,2271,174,148,11,0,0,21,29,84,73,458,0.915024129,978,0
unknown,3,2,1,2.00505E+13,2.01209E+13,310,2694,65,175,39,0,0,15,3,24,13,229,0.982449109,752,0
male,3,0,1,2.01209E+13,2.0141E+13,81,766,28,24,8,0,0,5,0,0,0,76,1.057149316,1074,1
unknown,3,2,0,2.0081E+13,2.01609E+13,316,2889,39,308,0,0,0,1,0,1,0,251,1.204403165,647,0
unknown,1,1,3,2.01612E+13,2.01706E+13,121,190,40,46,21,0,0,42,0,0,5,71,0.594368208,493,1
male,3,2,2,2.01005E+13,2.01705E+13,332,2568,83,143,1,0,0,13,2,18,8,287,0.915024129,978,1
unknown,1,0,1,2.00911E+13,2.01503E+13,79,1961,67,69,3,0,0,3,1,0,0,72,1.057149316,1074,1
unknown,3,1,3,2.0091E+13,2.01705E+13,164,2775,59,133,1,0,0,8,9,1,15,130,0.594368208,493,0
unknown,3,3,2,2.00308E+13,2.01401E+13,2208,3827,513,584,69,0,0,156,80,189,94,1593,1.005226945,817,0
male,1,2,3,2.01309E+13,2.01606E+13,341,980,54,85,11,0,0,73,2,5,15,235,0.831953525,917,1
male,1,2,3,2.00507E+13,2.01708E+13,506,4438,175,241,33,0,0,37,12,62,41,340,0.831953525,917,1
unknown,3,2,2,2.00912E+13,2.01607E+13,295,2409,161,259,0,0,0,5,0,0,1,114,0.915024129,978,0
unknown,3,3,0,2.00704E+13,2.0141E+13,888,2759,61,138,33,3,0,192,11,113,11,484,0.865617488,412,0
male,3,3,1,2.0071E+13,2.01709E+13,1549,3623,479,603,58,4,0,58,27,224,93,983,0.66167318,477,1
unknown,3,3,0,2.00506E+13,2.01709E+13,15764,4494,1734,9183,51,1,0,991,2291,525,3768,6197,0.865617488,412,0
unknown,3,1,3,2.01107E+13,2.01206E+13,130,314,24,1,0,0,0,130,0,0,0,0,0.594368208,493,0
unknown,1,2,2,2.00404E+13,2.01401E+13,766,3565,225,237,19,0,0,18,37,80,58,398,0.915024129,978,1
male,3,0,2,2.0081E+13,2.01207E+13,75,1374,22,22,0,0,0,12,0,0,0,57,0.800528377,664,1
unknown,1,0,1,2.01205E+13,2.01512E+13,57,1315,18,32,0,0,0,8,0,10,9,29,1.057149316,1074,1
unknown,3,0,0,2.01601E+13,2.01709E+13,61,626,22,14,0,0,0,1,0,0,0,60,1.865008032,1277,0
male,1,1,2,2.00808E+13,2.01709E+13,180,3325,94,106,1,0,0,6,1,4,3,145,1.027717097,841,1
male,1,2,2,2.00609E+13,2.01611E+13,607,3726,131,324,14,0,0,18,58,29,51,397,0.915024129,978,1
unknown,3,1,2,2.00603E+13,2.01704E+13,212,4068,87,86,4,0,0,8,1,47,15,129,1.027717097,841,0
male,3,1,1,2.00803E+13,2.01208E+13,221,1634,24,32,11,0,0,23,2,0,6,185,0.997535302,994,1
unknown,1,0,3,2.0051E+13,2.01501E+13,71,3387,26,33,2,0,0,9,3,9,4,46,0.411985187,297,1
unknown,3,0,0,2.0111E+13,2.01404E+13,55,933,8,10,0,0,0,7,1,1,10,36,1.865008032,1277,0
unknown,1,0,2,2.00508E+13,2.01409E+13,56,3336,18,12,3,0,0,9,0,2,8,37,0.800528377,664,1
unknown,3,1,3,2.0071E+13,2.01207E+13,100,1742,26,68,4,0,0,16,0,9,0,73,0.594368208,493,0
unknown,3,3,3,2.01512E+13,2.0171E+13,17214,664,486,1268,123,0,0,312,41,66,641,10249,1.481654138,1596,0
male,3,3,2,2.01305E+13,2.01703E+13,6470,1383,691,991,96,0,0,887,104,131,188,4165,1.005226945,817,1
male,3,3,1,2.01206E+13,2.01709E+13,1489,1927,154,1184,5,0,0,91,129,1,66,1038,0.66167318,477,1
unknown,1,3,2,2.00604E+13,2.0171E+13,3644,4193,1028,2169,195,1,0,10,84,124,277,3019,1.005226945,817,1
male,3,1,3,2.01105E+13,2.01507E+13,147,1523,56,69,0,0,0,9,0,6,0,120,0.594368208,493,1
male,1,3,2,2.01605E+13,2.01709E+13,1501,488,280,208,3,0,0,17,0,23,3,1410,1.005226945,817,1
unknown,3,3,1,2.00705E+13,2.01707E+13,2440,3717,265,857,90,0,0,12,33,97,87,2136,0.66167318,477,0
unknown,3,2,0,2.00807E+13,2.01602E+13,245,2769,46,70,7,0,0,21,1,1,13,199,1.204403165,647,0
male,1,3,3,2.00901E+13,2.01504E+13,32096,2283,1347,446,6,0,0,69,26,15,281,14205,1.481654138,1596,1
unknown,1,2,3,2.00711E+13,2.01305E+13,594,2002,113,219,5,0,0,44,1,101,22,399,0.831953525,917,1
unknown,1,2,3,2.00705E+13,2.0141E+13,284,2709,39,70,3,0,0,47,1,13,24,121,0.831953525,917,1
unknown,3,2,0,2.01208E+13,2.01707E+13,800,1777,118,210,31,0,0,1,1,6,12,768,1.204403165,647,0
male,1,1,2,2.01509E+13,2.01707E+13,134,652,39,71,1,0,0,4,5,1,14,106,1.027717097,841,1
unknown,1,2,3,2.00907E+13,2.01703E+13,303,2781,83,66,7,0,0,57,4,45,35,162,0.831953525,917,1
unknown,3,1,0,2.0161E+13,2.01611E+13,128,17,13,28,3,0,0,1,0,0,0,127,1.29126263,974,0
male,1,3,3,2.00812E+13,2.01707E+13,9622,3126,387,3637,29,0,0,848,796,400,2148,4472,1.481654138,1596,1
unknown,3,3,3,2.01308E+13,2.01605E+13,1921,978,174,28,3,0,0,945,47,6,255,668,1.481654138,1596,0
unknown,3,1,3,2.01503E+13,2.01707E+13,192,868,60,68,7,0,0,5,7,2,7,146,0.594368208,493,0
male,3,3,3,2.00604E+13,2.01709E+13,13117,4193,1922,4256,611,1,1,329,823,361,971,9630,1.481654138,1596,1
male,1,2,0,2.00904E+13,2.01709E+13,337,3077,111,104,0,0,0,8,5,72,50,201,1.204403165,647,1
female,2,2,2,2.01407E+13,2.01709E+13,358,1147,88,148,51,0,5,11,65,1,25,208,0.915024129,978,2
male,3,3,0,2.00603E+13,2.01606E+13,2597,3747,504,1057,32,0,0,34,185,135,435,1621,0.865617488,412,1
male,3,0,2,2.0041E+13,2.01704E+13,90,4553,51,55,4,0,0,11,1,2,0,70,0.800528377,664,1
