Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2016-12-25,Albany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015.1,1014.1,NA,NA,NA,NA,NA,NA
2016-12-27,Albany,11.2,NA,17.2,NA,NA,NA,NA,SW,NA,56,NA,73,NA,999.6,1002.2,7,NA,17.1,NA,Yes,NA
2017-01-17,Albany,15.5,NA,0,NA,NA,NA,NA,SE,NA,9,NA,50,NA,1018.4,1017.6,6,NA,17.2,NA,No,NA
2017-02-06,Albany,16.4,NA,0,20.8,NA,NA,NA,E,NA,9,NA,85,NA,1015.9,1010.1,6,NA,20.2,NA,No,NA
2017-02-07,Albany,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.1,1004.4,NA,NA,NA,NA,NA,NA
2017-03-14,Albany,14.1,NA,1.4,NA,NA,NA,NA,NW,NA,19,NA,66,NA,1004.7,1002.3,4,NA,19.5,NA,Yes,NA
2017-03-28,Albany,15.3,NA,0.4,NA,NA,NA,NA,WNW,NA,4,NA,84,NA,1016.8,1016.2,7,NA,16.9,NA,No,NA
2017-04-11,Albany,13,NA,0,4,NA,NA,NA,SE,NA,2,NA,64,NA,1017.7,1012.3,1,NA,17.8,NA,No,NA
2017-04-13,Albany,10.8,NA,2.2,1.2,NA,NA,NA,N,NA,2,NA,73,NA,1027.2,1024.4,8,NA,13.9,NA,Yes,NA
2017-05-23,Albany,10.3,NA,1.6,NA,NA,NA,NA,NNW,NA,7,NA,87,NA,1020.1,1018.7,3,NA,14.3,NA,Yes,NA
2017-06-06,Albany,11.6,NA,0,NA,NA,NA,NA,NW,NA,9,NA,55,NA,1022.9,1019.2,6,NA,16.8,NA,No,NA
2017-06-13,Albany,8,NA,0,NA,NA,NA,NA,NW,NA,4,NA,54,NA,1016.9,NA,5,NA,13.2,NA,No,NA
2017-06-20,Albany,NA,NA,8.8,NA,NA,NA,NA,E,NA,37,NA,86,NA,1022.9,1019.4,8,NA,14.8,NA,Yes,NA
2009-02-04,Witchcliffe,15.6,23.6,0.6,NA,NA,NA,NA,S,SSE,13,22,83,51,1016.6,1015.9,NA,NA,17.1,22,No,NA
2009-03-17,Witchcliffe,17.8,23.5,0.2,NA,NA,NA,NA,WNW,WNW,20,30,75,61,1010.4,1010.7,NA,NA,19.7,21.3,No,NA
2009-06-14,Witchcliffe,8.2,17.1,0.4,NA,NA,WNW,37,N,WNW,13,13,90,94,1026.5,1025.2,NA,NA,12.8,15.2,No,NA
2009-06-15,Witchcliffe,10.7,19.3,NA,NA,NA,NNW,44,NW,NW,15,24,99,72,1024.4,1021.8,NA,NA,15.1,17.5,NA,NA
2009-06-16,Witchcliffe,13.6,16.7,NA,NA,NA,NNW,30,ESE,E,2,7,95,94,1022.3,1019.8,NA,NA,14.9,14.8,NA,NA
2009-06-17,Witchcliffe,11,19.1,NA,NA,NA,WNW,63,NNW,NNW,15,30,74,64,1016.5,1012.2,NA,NA,15.5,17.8,NA,NA
2009-08-06,Witchcliffe,10.4,14.8,9.4,NA,NA,NA,NA,S,SSE,13,9,69,51,1015.5,1016.8,NA,NA,12.6,14.8,Yes,NA
2010-09-15,Witchcliffe,3,18.1,0,NA,NA,NA,NA,NE,SE,13,13,68,46,1027.9,1025,NA,NA,13.1,17.5,No,NA
2010-09-16,Witchcliffe,NA,NA,NA,NA,NA,NA,NA,NA,ESE,NA,19,NA,41,NA,1027.9,NA,NA,NA,19.7,NA,NA
2010-12-20,Witchcliffe,16.6,23.9,0,NA,NA,E,31,ESE,ESE,15,17,58,44,1014.6,1011.2,NA,NA,17.6,23.4,No,NA
2010-12-21,Witchcliffe,15.4,24.8,NA,NA,NA,SSE,43,ESE,SE,11,19,86,77,1010.4,1008.3,NA,NA,17.8,20.4,NA,NA
2010-12-22,Witchcliffe,16.7,30,NA,NA,NA,ENE,33,ESE,N,17,11,62,90,1010.7,1010.5,NA,NA,23.9,21,NA,NA
2011-01-05,Witchcliffe,16,28.4,0,NA,NA,WNW,54,NNW,NW,20,17,50,100,1000.6,999.3,NA,NA,28.4,21.3,No,NA
2011-01-06,Witchcliffe,16.7,22.6,NA,NA,NA,WNW,39,SW,W,19,20,59,52,1003.9,1003.9,NA,NA,21,21.3,NA,NA
2011-01-22,Witchcliffe,15.4,29,0,NA,NA,SSE,39,SSE,SW,7,22,62,48,1009.5,1009.8,NA,NA,24.2,25.6,No,NA
2011-01-23,Witchcliffe,17.8,19.8,NA,NA,NA,SSE,46,SSE,SE,26,30,89,59,1016.2,1014.5,NA,NA,18.2,18.9,NA,NA
2011-01-24,Witchcliffe,12.6,20.8,NA,NA,NA,S,43,SE,SSW,9,22,99,70,1012.6,1010.8,NA,NA,13.7,16.7,NA,NA
2011-01-25,Witchcliffe,10.9,23.5,NA,NA,NA,WSW,30,SW,SW,13,13,58,58,1013.6,1012.2,NA,NA,20.3,22.1,NA,NA
2011-01-27,Witchcliffe,15.4,28.4,0,NA,NA,SSE,50,ESE,SSE,15,28,62,55,1016,1012.4,NA,NA,21.5,25.9,No,NA
2011-01-28,Witchcliffe,18.5,27.4,NA,NA,NA,S,37,SSE,SSE,15,20,95,80,1008.7,1008.1,NA,NA,20.5,23.4,NA,NA
2011-01-29,Witchcliffe,19.6,28.1,NA,NA,NA,SE,63,SE,SSE,20,31,99,61,1012.2,1009.3,NA,NA,21.8,25.2,NA,NA
2011-01-30,Witchcliffe,17.9,26.6,NA,NA,NA,SSE,54,SE,SSE,20,28,86,88,1010.5,1008.6,NA,NA,19.2,21.6,NA,NA
2011-01-31,Witchcliffe,17.1,20.6,NA,NA,NA,SSE,48,SSE,SSE,28,26,99,67,1016.1,1016.4,NA,NA,17.5,19.3,NA,NA
2011-02-03,Witchcliffe,13.7,27.7,0,NA,NA,SSE,54,SE,SSE,17,26,59,48,1011.9,NA,NA,NA,20.5,26.4,No,NA
2011-11-09,Witchcliffe,8,19.9,2.4,NA,NA,NA,NA,WSW,NA,15,NA,58,NA,1017.2,NA,NA,NA,16.2,NA,Yes,NA
2013-09-17,Witchcliffe,8.6,16,29.6,NA,NA,SW,57,SW,W,17,17,70,56,1017.2,1016.2,NA,NA,11.1,13.3,Yes,NA
2013-09-18,Witchcliffe,9.7,17.5,NA,NA,NA,W,69,WNW,W,28,30,70,57,1009.5,1008.9,NA,NA,15.1,15.7,NA,NA
2013-09-19,Witchcliffe,13,18.7,NA,NA,NA,NW,46,WNW,WNW,19,26,86,67,1012.1,1011,NA,NA,15.7,17.9,NA,NA
2013-09-20,Witchcliffe,12,17.3,NA,NA,NA,WNW,56,WNW,SSW,7,15,90,65,1007.3,1010,NA,NA,14,15.4,NA,NA
2013-09-21,Witchcliffe,7.1,19.6,NA,NA,NA,NNW,69,NW,NNW,19,37,65,63,1010.6,1007.1,NA,NA,16.2,18.3,NA,NA
2013-09-22,Witchcliffe,10.7,16.4,NA,NA,NA,NW,87,WSW,WNW,24,24,70,69,1000.4,1000.4,NA,NA,13.1,13,NA,NA
2013-09-23,Witchcliffe,11.3,17.5,NA,NA,NA,W,74,WNW,NW,30,31,72,74,999.5,998.4,NA,NA,14.2,17.1,NA,NA
2014-09-05,Witchcliffe,5.8,21.8,0,NA,NA,N,33,ENE,N,6,19,74,54,1013.1,1007.9,NA,NA,14.5,21.4,No,NA
2014-09-06,Witchcliffe,13.3,20.3,NA,NA,NA,NW,65,NW,WNW,24,28,99,70,999,1000,NA,NA,16.9,15.5,NA,NA
2014-09-07,Witchcliffe,11.7,17.5,NA,NA,NA,W,56,NNW,NW,19,24,77,61,1007.3,1003.4,NA,NA,13.3,15.4,NA,NA
2014-09-08,Witchcliffe,9.4,15.6,NA,NA,NA,WNW,81,W,WNW,22,43,65,74,1005.2,1002.9,NA,NA,13.3,15.2,NA,NA
2014-09-09,Witchcliffe,11.4,17.7,NA,NA,NA,W,50,WSW,WNW,19,17,62,63,1016.3,1016.9,NA,NA,14.2,16.4,NA,NA
2014-09-10,Witchcliffe,12.7,18.2,NA,NA,NA,WNW,35,WSW,W,13,17,82,60,1020.3,1020.3,NA,NA,13.9,17.2,NA,NA
2014-09-16,Witchcliffe,6.3,19.5,0,NA,NA,NA,NA,E,SSE,17,15,66,44,1024,1018.5,NA,NA,13.6,19.2,No,NA
2014-10-31,Witchcliffe,11.4,20,3.2,NA,NA,NA,NA,SSE,S,20,19,66,54,1018.4,1018,NA,NA,15.8,18.3,Yes,NA
2014-11-12,Witchcliffe,8,16.3,2,NA,NA,NA,NA,SW,S,9,17,97,60,1019.7,1018.5,NA,NA,13,15.4,Yes,NA
2015-01-10,Witchcliffe,13.3,26.1,0,NA,NA,NA,NA,ESE,SSE,20,31,53,52,1019.8,1015.3,NA,NA,19.3,23.7,No,NA
2015-06-09,Witchcliffe,8.3,19.2,0,NA,NA,NA,NA,E,ENE,11,9,76,60,1029,1025.4,NA,NA,12.3,18.7,No,NA
2015-09-08,Witchcliffe,4.8,21.3,0,NA,NA,NA,NA,NA,WSW,0,6,99,60,1024.3,1021.2,NA,NA,12.3,20.6,No,NA
2015-09-14,Witchcliffe,10.5,16.7,2,NA,NA,S,39,WSW,SSW,17,17,78,70,1026.5,1026.2,NA,NA,13.9,14.6,Yes,NA
2015-11-03,Witchcliffe,7.4,23.1,0,NA,NA,NA,NA,ESE,SW,7,20,53,60,1019.2,1017.7,NA,NA,19.7,20.9,No,NA
2015-11-04,Witchcliffe,10.4,23.2,NA,NA,NA,NA,NA,WNW,WNW,9,19,50,51,1014.8,1012.1,NA,NA,20,20.7,NA,NA
2016-01-18,Witchcliffe,14.2,22.3,13.8,NA,NA,SSE,28,SSE,SE,15,20,100,91,1006.2,1002.9,NA,NA,17.4,20.8,Yes,NA
2016-01-19,Witchcliffe,15.4,20.2,NA,NA,NA,SSE,44,SSE,SSE,13,30,100,90,1005.6,1005.4,NA,NA,15.5,18.8,NA,NA
2016-01-20,Witchcliffe,15.3,19.3,NA,NA,NA,SSE,48,SSE,SSE,22,28,82,97,1010.3,1010.1,NA,NA,19.1,18.6,NA,NA
2016-03-17,Witchcliffe,15.4,21.1,0,NA,NA,NA,NA,SE,SE,17,26,58,54,1018.9,1016.6,NA,NA,17,19,No,NA
2016-04-10,Witchcliffe,12.9,26.2,0,NA,NA,NA,NA,SE,SSE,19,28,73,51,1025.2,1021.8,NA,NA,16.1,24,No,NA
2016-06-02,Witchcliffe,1.4,19.2,0,NA,NA,NA,NA,NA,NNE,0,13,99,55,1021.4,1016.8,NA,NA,7.5,19,No,NA
2016-09-14,Witchcliffe,2.2,16,0,NA,NA,NA,NA,NNE,SW,11,13,88,56,1029,1024.2,NA,NA,10.5,15.4,No,NA
2016-10-01,Witchcliffe,8.8,14,5.8,NA,NA,NA,NA,WSW,WSW,35,20,53,75,1000.6,1003.4,NA,NA,11.9,9.6,Yes,NA
2016-11-02,Witchcliffe,7.7,24.4,0,NA,NA,SSW,26,ESE,SSE,9,20,66,53,1016.8,1013.7,NA,NA,15.9,21.6,No,NA
2016-11-03,Witchcliffe,8,19.7,NA,NA,NA,W,30,NW,WSW,7,15,92,77,1016.5,1017.6,NA,NA,13.9,18.4,NA,NA
2009-03-20,PearceRAAF,10.1,26.4,0,NA,5.8,WSW,46,W,WSW,17,24,51,36,1011.4,1010.3,7,6,20.6,24.7,No,NA
2009-03-21,PearceRAAF,10.7,25.3,NA,NA,10.1,SW,37,ENE,W,9,13,76,31,1016.8,1015.3,NA,NA,16.4,24.1,NA,NA
2009-04-17,PearceRAAF,12.9,31.3,0,NA,8.3,SSW,31,NE,S,9,13,44,27,1013.2,1010.9,1,4,23.2,30.8,No,NA
2009-04-18,PearceRAAF,15.7,25,NA,NA,1.8,E,46,NNW,E,7,11,42,65,1014.6,1012.9,NA,6,23.7,22.6,NA,NA
2009-05-21,PearceRAAF,17.9,23.5,1.4,NA,2.5,WNW,85,N,WSW,33,28,84,91,1000.4,999.1,7,8,20.5,15.5,Yes,NA
2009-05-22,PearceRAAF,10.1,17.5,NA,NA,6.2,WSW,70,WNW,WNW,35,31,74,72,1004.1,1006,6,5,12.5,14,NA,NA
2009-05-23,PearceRAAF,10,16.3,NA,NA,4,SSW,52,SW,SSW,9,33,93,64,1009.3,1009.8,8,4,13.3,15,NA,NA
2009-06-19,PearceRAAF,14,16.1,19.4,NA,5.5,W,72,WNW,WSW,26,22,83,73,1005.5,1010,7,7,15.9,12.5,Yes,NA
2009-06-20,PearceRAAF,9.9,18.5,NA,NA,4.4,W,54,NNW,WNW,22,33,87,63,1015.1,1012,8,7,12.7,17.5,NA,NA
2009-06-26,PearceRAAF,9,16.8,1,NA,0.1,N,44,NNE,N,15,24,75,85,1009.8,1005.6,7,8,14.8,16.1,No,NA
2009-06-27,PearceRAAF,10.5,18.1,NA,NA,5.9,NA,NA,NNW,WNW,17,43,80,76,1005.3,1004.7,6,8,13.1,14.9,NA,NA
2009-07-10,PearceRAAF,11.1,17.7,15.4,NA,4.9,WSW,56,NA,W,0,15,80,75,1007.5,1008.9,NA,7,13.7,16.8,Yes,NA
2009-07-11,PearceRAAF,8.3,16.7,NA,NA,7.3,NNW,22,NE,SSW,6,11,80,62,1014.6,NA,7,1,12.2,16.5,NA,NA
2009-07-17,PearceRAAF,11.5,18.2,7.5,NA,5.7,W,41,SW,WSW,13,26,82,57,1015.9,1016.1,5,5,14.2,16.3,Yes,NA
2009-07-18,PearceRAAF,11.5,NA,NA,NA,4.7,NA,NA,NNW,NA,19,NA,73,NA,1018,NA,5,NA,14,NA,NA,NA
2009-07-24,PearceRAAF,7.3,15.6,3.8,NA,9,S,31,SE,S,9,22,75,46,1022.1,1019.8,1,1,10.7,15.1,Yes,NA
2009-07-25,PearceRAAF,7.2,14.8,NA,NA,8.7,S,46,S,S,9,17,73,47,1027.1,1027.2,NA,1,9.6,14.3,NA,NA
2009-08-07,PearceRAAF,7.6,20.4,0,NA,5.6,N,20,ENE,NNE,6,9,86,51,1018.8,1016,1,1,13.2,19.5,No,NA
2009-08-08,PearceRAAF,12.6,22.7,NA,NA,3,W,35,SSE,WSW,2,24,88,64,1014.7,1011.8,8,6,15.6,21.6,NA,NA
2009-08-14,PearceRAAF,13.2,20.2,6.6,NA,4.3,WNW,91,NNW,NW,31,30,88,83,1007.1,1005,7,8,16.2,17.4,Yes,NA
2009-08-15,PearceRAAF,9,15.2,NA,NA,6.9,SW,74,WNW,WSW,19,35,71,60,1009.7,1012.9,NA,8,11.6,12.7,NA,NA
2009-08-21,PearceRAAF,10,17,18.2,NA,7.7,WSW,41,NA,W,0,26,90,55,1014.5,1012,7,5,11.3,15.9,Yes,NA
2009-08-22,PearceRAAF,10.3,16.5,NA,NA,3.2,WSW,43,WNW,WSW,9,26,87,87,1011.7,1010.5,8,8,14.9,15,NA,NA
2009-08-28,PearceRAAF,7.5,16,0,NA,2.5,SSW,43,SE,SSE,7,7,79,90,1010.8,1011.3,7,8,12,11.6,No,NA
2009-08-29,PearceRAAF,1,15.6,NA,NA,10.5,SSW,33,SSW,SW,4,17,88,44,1026.3,1025.2,NA,2,8.1,15.4,NA,NA
2009-09-04,PearceRAAF,6.9,22,0,NA,10.2,W,52,NNE,W,15,22,54,41,1016.7,1010.3,0,3,13,21.5,No,NA
2009-09-05,PearceRAAF,10.2,16,NA,NA,9,WSW,63,WSW,WSW,31,39,56,53,1013.8,1014.4,2,2,13.9,15.4,NA,NA
2009-09-11,PearceRAAF,13.4,19.6,8.8,NA,5.1,W,72,WNW,WNW,37,41,66,83,1007.1,1006.3,5,8,17.4,16.5,Yes,NA
2009-09-12,PearceRAAF,9.5,16.7,NA,NA,8.4,WSW,56,WSW,W,26,39,63,74,1015.6,1017.4,5,6,13.5,13.4,NA,NA
2009-09-18,PearceRAAF,10,17.9,5.4,NA,8.1,WNW,57,WSW,WSW,30,31,72,55,1017.7,1018.5,7,5,13.1,16.3,Yes,NA
2009-09-19,PearceRAAF,8.5,17.7,NA,NA,2.6,WSW,33,ENE,WSW,7,19,78,59,1020.7,1017.5,1,8,13.9,17.5,NA,NA
2009-09-25,PearceRAAF,2.7,17.5,0,NA,10.3,SE,39,SE,E,22,19,58,41,1029.1,1026.6,1,NA,12.3,17.5,No,NA
2009-09-26,PearceRAAF,8.2,20,NA,NA,11.1,E,50,E,E,30,15,50,33,1029.1,1024.5,NA,NA,12.8,19.6,NA,NA
2009-09-27,PearceRAAF,8.9,25.5,NA,NA,10.8,N,39,NNE,WNW,17,17,32,25,1020.9,1014.6,NA,NA,19.1,25.3,NA,NA
2009-10-02,PearceRAAF,5,21.8,0.2,NA,10.8,WSW,39,NW,W,6,22,72,55,1021.2,1019.5,1,4,15.2,19.3,No,NA
2009-10-03,PearceRAAF,10.5,19.9,NA,NA,11,S,31,S,SW,11,13,82,47,1023.5,1021.9,8,NA,15.5,19.5,NA,NA
2009-10-09,PearceRAAF,7.9,22.9,0,NA,8.9,WSW,37,NNW,WSW,4,24,96,59,1014.2,1011.7,6,NA,15.2,21.6,No,NA
2009-10-10,PearceRAAF,10.9,20.5,NA,NA,5.2,WSW,44,SW,WNW,19,24,69,90,1015.3,1016,8,8,17.4,15.8,NA,NA
2010-02-05,PearceRAAF,8.9,35.8,0,NA,9.5,WSW,39,NE,SSW,13,19,22,12,1009.3,1005.1,3,4,25.8,33.3,No,NA
2010-02-06,PearceRAAF,15,26.4,NA,NA,6.6,WSW,44,W,W,15,22,58,39,1009.2,1009.5,1,NA,21.6,24.4,NA,NA
2010-05-21,PearceRAAF,15.8,24.6,0,NA,2.3,ENE,46,NE,E,17,19,38,46,1010.4,1005.8,2,3,20.2,24.6,No,NA
2010-05-22,PearceRAAF,15.6,20.6,NA,NA,2.8,W,56,N,WSW,11,15,93,84,999.8,997.3,2,NA,16,17,NA,NA
2010-07-09,PearceRAAF,7.6,11.6,28.6,NA,0.9,WNW,67,NE,S,7,11,92,82,997.8,1004.7,8,8,9,9.3,Yes,NA
2010-07-10,PearceRAAF,7.7,17.3,NA,NA,4.4,WNW,46,NE,WNW,9,22,93,63,1017.4,1016.8,8,4,10.8,16.9,NA,NA
2010-07-16,PearceRAAF,3.7,19.8,0,NA,6.4,SW,41,ENE,WSW,6,11,83,82,1016.8,1015.3,0,8,9.9,17.1,No,NA
2010-07-17,PearceRAAF,4.2,16.6,NA,NA,8.5,SSW,31,WNW,SW,6,17,96,49,1025.9,1025.2,1,1,8.8,16.5,NA,NA
2010-09-03,PearceRAAF,3.7,18.4,0,NA,10.1,WSW,31,S,SSW,9,11,81,42,1026,1022.1,0,3,10.1,18.2,No,NA
2010-09-04,PearceRAAF,9.3,18.9,NA,NA,7.7,NA,NA,NNW,WSW,13,17,85,59,1023.8,1022.2,NA,NA,13.3,18.6,NA,NA
2010-09-10,PearceRAAF,3.5,18,0,NA,10.8,SW,26,NA,S,0,17,70,53,1021.5,1018.1,6,3,12.3,17.7,No,NA
2010-09-11,PearceRAAF,2.5,18.2,NA,NA,6.3,WSW,31,E,SW,15,20,62,46,1017.7,1015,5,6,13.5,18,NA,NA
2010-10-08,PearceRAAF,9.7,31.4,0,NA,11.5,ENE,39,NNE,NNE,17,13,20,12,1020.5,1015,0,NA,23.4,30.4,No,NA
2010-10-09,PearceRAAF,10.2,31.5,NA,NA,11.2,WNW,44,N,W,19,28,18,31,1009.9,1007.6,NA,NA,27,27.1,NA,NA
2010-11-19,PearceRAAF,24.9,39.1,0,NA,8.7,ENE,52,NE,ENE,33,15,12,7,1012.8,1009.3,3,NA,32.7,37.7,No,NA
2010-11-20,PearceRAAF,14.4,32.1,NA,NA,0.3,W,39,E,WNW,11,20,26,45,1011.3,1011,NA,NA,27.4,26,NA,NA
2010-12-03,PearceRAAF,10,23,0,NA,9.9,SW,57,SSW,SW,13,33,49,36,1008.8,1007.1,3,1,18.2,21.1,No,NA
2010-12-04,PearceRAAF,5.7,23.8,NA,NA,11.3,WSW,46,S,SW,17,28,47,38,1009.2,1005.9,1,1,19.1,22.6,NA,NA
2010-12-17,PearceRAAF,17.3,30.9,0,NA,13.2,NA,NA,ESE,ESE,24,26,42,22,1010.2,1007,NA,NA,22.7,30.6,No,NA
2010-12-18,PearceRAAF,15.3,30.6,NA,NA,12.1,ESE,65,ESE,SE,28,28,36,18,1011.2,1007.8,NA,NA,21,29.4,NA,NA
2011-01-28,PearceRAAF,26,41.8,0.6,NA,12.5,NW,52,N,W,30,31,30,31,1006.4,1005.6,4,NA,36.8,37.2,No,NA
2011-01-29,PearceRAAF,22.8,41,NA,NA,8.7,NW,74,E,WNW,20,30,40,74,1008.9,1007.3,NA,2,32.5,27.3,NA,NA
2011-02-25,PearceRAAF,25.6,39.5,0,NA,11,NA,NA,E,E,17,19,44,53,1005.3,1003.1,1,1,32,34.3,No,NA
2011-02-26,PearceRAAF,20.4,39.6,NA,NA,11.9,WSW,43,NNW,SW,9,28,63,27,1007.4,1005.2,NA,NA,28.6,37.6,NA,NA
2011-05-13,PearceRAAF,11.3,23.3,0,NA,9.6,ESE,41,E,ENE,20,22,48,29,1026.5,1022.3,1,3,15.9,22.5,No,NA
2011-05-14,PearceRAAF,11.6,21.9,NA,NA,2.8,E,46,ENE,E,22,24,48,33,1024.6,1020.3,NA,NA,16.4,21.7,NA,NA
2011-05-20,PearceRAAF,17.3,18.1,1,NA,1.8,SW,70,N,SW,26,22,88,89,1008.3,1011.4,8,8,18.1,16.4,No,NA
2011-05-21,PearceRAAF,3.4,18.1,NA,NA,8.5,SSW,31,SE,SSW,6,15,93,47,1025,1023.5,NA,3,8,17.7,NA,NA
2011-05-27,PearceRAAF,13.3,22.4,0,NA,9.1,E,44,ENE,ESE,22,9,51,35,1019.2,1016.4,2,2,15.3,21.9,No,NA
2011-05-28,PearceRAAF,8.6,26,NA,NA,9.4,N,30,NE,NW,6,19,49,22,1018.1,1015.2,NA,NA,16.9,25.5,NA,NA
2011-06-17,PearceRAAF,7.2,20.2,0,NA,3.1,N,35,ENE,NNW,15,17,76,55,1027,1023.4,7,4,12.8,19.1,No,NA
2011-06-18,PearceRAAF,11.1,19.8,NA,NA,4.1,W,48,N,WSW,15,33,72,77,1021,1018.8,8,1,15,18.5,NA,NA
2011-06-24,PearceRAAF,11.6,22.5,0,NA,5,NNW,87,N,NNW,24,35,80,57,1011.8,1007.2,6,6,16.5,21.5,No,NA
2011-06-25,PearceRAAF,9.9,18.4,NA,NA,4.4,WNW,50,NNE,WSW,13,22,91,64,1016.2,1017.9,7,6,13.4,16.9,NA,NA
2011-07-13,PearceRAAF,9.5,19.1,0,NA,7.9,E,26,ENE,NW,11,6,77,59,1019,1017.4,1,7,12.5,18.1,No,NA
2011-07-27,PearceRAAF,7.9,21.1,0,NA,6.3,NA,NA,NNE,NNW,22,19,76,60,1012.9,1007,0,8,14.9,20.1,No,NA
2011-07-28,PearceRAAF,14.4,19,NA,NA,3.8,NA,NA,NA,WNW,NA,37,NA,77,NA,1004.7,NA,7,NA,17.7,NA,NA
2011-08-05,PearceRAAF,4.1,15.6,0.2,NA,9.8,E,35,E,NE,20,19,68,43,1026.6,1022.6,0,1,9.8,15,No,NA
2011-08-06,PearceRAAF,8.4,19.9,NA,NA,9.7,NA,NA,ENE,NNE,28,24,49,37,1017.6,1014.2,NA,1,11.8,19.6,NA,NA
2011-08-12,PearceRAAF,9.7,21.7,0,NA,9.7,ENE,41,NE,NNE,11,19,59,50,1014.9,1010.7,0,NA,14,20.8,No,NA
2011-08-13,PearceRAAF,11.3,23.6,NA,NA,6.9,NA,NA,NNE,NNW,19,24,72,41,1009.6,1003.7,NA,2,16.4,23.1,NA,NA
2011-08-19,PearceRAAF,9.7,22.5,0,NA,10.5,ENE,35,NNE,NNE,20,15,49,35,1019.2,1015.8,0,0,15.5,22.3,No,NA
2011-08-20,PearceRAAF,11.6,23.8,NA,NA,10.4,NNW,33,N,NW,17,11,75,55,1017.1,1015.6,NA,8,17.9,22.9,NA,NA
2011-09-02,PearceRAAF,12.9,15.5,10.4,NA,1.6,WSW,57,NNW,WNW,13,15,93,80,1007.5,1008.9,8,8,13.8,12.8,Yes,NA
2011-09-03,PearceRAAF,7.4,17.3,NA,NA,6.3,W,37,N,SW,13,22,83,77,1019.5,1019.8,NA,7,12.7,15,NA,NA
2011-09-16,PearceRAAF,12.3,21.5,8.6,NA,5.6,NA,NA,N,WNW,11,31,94,59,1015.8,1013.4,4,4,16.9,19.7,Yes,NA
2011-09-17,PearceRAAF,9.1,21.5,NA,NA,8.5,WNW,46,NNE,NNW,7,30,77,40,1014.8,1010.7,1,3,16,21.3,NA,NA
2011-09-23,PearceRAAF,6.6,19.5,0,NA,10.8,NA,NA,NE,S,7,13,57,41,1025.3,1022.2,2,NA,14.8,19.2,No,NA
2011-09-24,PearceRAAF,5.4,22.4,NA,NA,10.7,NA,NA,NA,SW,NA,24,NA,38,NA,1016.3,NA,NA,NA,20.9,NA,NA
2011-09-30,PearceRAAF,12.2,21.5,0,NA,4.7,E,61,E,SE,30,19,60,48,1016.3,1013.3,7,6,15.9,21.1,No,NA
2011-10-01,PearceRAAF,15.1,27.9,NA,NA,7.8,E,57,ENE,NE,26,13,46,25,1010.5,1007,NA,4,18.3,26.8,NA,NA
2011-10-07,PearceRAAF,7,22.7,0,NA,11.4,NA,NA,S,SW,11,20,77,51,1015.8,1012.3,3,NA,16.5,21,No,NA
2011-10-08,PearceRAAF,11.3,22.5,NA,NA,7.8,W,28,ENE,NW,9,9,78,57,1014.4,1012.7,7,6,18,20.8,NA,NA
2011-11-03,PearceRAAF,21.2,25.7,0,NA,2.4,ENE,35,NNW,W,15,7,63,88,1006.2,1005.1,NA,8,24.9,19.3,No,NA
2011-11-04,PearceRAAF,17,22.9,NA,NA,7.2,WSW,43,WSW,WSW,24,33,86,55,1006.1,1005.5,NA,NA,19.3,20.9,NA,NA
2011-11-05,PearceRAAF,12.7,23.5,NA,NA,2.4,NNW,41,NNW,NW,24,28,59,62,1008.5,1007.5,NA,1,20.9,21,NA,NA
2011-12-05,PearceRAAF,23.8,35.8,0,NA,10.4,E,69,SE,NNE,15,37,27,27,1007.2,1003,3,4,30.1,29.9,No,NA
2011-12-09,PearceRAAF,17.5,27.5,0,NA,6.7,E,43,ESE,SSE,17,11,53,43,1009.6,1008.1,7,7,22.9,25.4,No,NA
2011-12-10,PearceRAAF,15.9,30.6,NA,NA,13.7,E,50,E,ENE,26,13,56,26,1013.3,1010,NA,1,22,29.6,NA,NA
2012-03-31,PearceRAAF,6,24.8,0,NA,9.3,SW,41,SSE,SW,9,24,48,34,1019.2,1015.4,NA,NA,17.7,24.2,No,NA
2012-04-20,PearceRAAF,9.1,23.1,0,NA,8.8,SW,37,SW,SSW,6,24,74,51,1017.9,1015.7,3,2,15.6,20.8,No,NA
2012-04-21,PearceRAAF,5.6,21.8,NA,NA,6.2,SW,35,W,WSW,4,26,60,45,1019.5,1017.1,1,3,15.4,20.6,NA,NA
2012-04-27,PearceRAAF,19.1,29.9,0,NA,2.1,ENE,30,ENE,ENE,15,11,21,16,1019.1,1015.5,8,8,24.9,29.7,No,NA
2012-04-28,PearceRAAF,23.4,29.9,NA,NA,0,NA,NA,NE,W,13,30,24,46,1012.8,1010.1,NA,3,23.5,25.6,NA,NA
2012-05-04,PearceRAAF,18.4,21,2.6,NA,0,ENE,35,NE,ESE,9,7,91,81,1015.7,1014,8,NA,19.1,19.9,Yes,NA
2012-05-05,PearceRAAF,17,23.7,NA,NA,4.3,ENE,37,SE,SW,9,17,80,69,1009,1006.1,3,8,19.8,21.7,NA,NA
